trade_id,ticker,created_time,count_fp,yes_price_dollars,no_price_dollars,taker_side
f65f8be8-a904-7553-c3ed-84f9daa200a7,KXLSUCOACH-26-MDIA,2025-11-29T00:39:52.067869Z,20.00,0.0300,0.9700,yes
