trade_id,ticker,created_time,count_fp,yes_price_dollars,no_price_dollars,taker_side
7b970fbc-b0c0-5269-5e2d-eabc0e941a32,KXUCLACOACH-26-WSTE,2025-12-01T05:25:19.575635Z,70.00,0.0400,0.9600,yes
76a5bfa0-3333-7e13-1489-f5475231b3cf,KXUCLACOACH-26-WSTE,2025-11-27T03:07:02.207433Z,40.00,0.0800,0.9200,yes
6fe90910-1689-6e7d-edab-2f798d118370,KXUCLACOACH-26-WSTE,2025-11-22T20:43:21.892355Z,56.00,0.0800,0.9200,yes
f7a4fa6e-5cc1-7915-5957-774d87d98948,KXUCLACOACH-26-WSTE,2025-11-22T20:30:18.086528Z,58.00,0.0800,0.9200,yes
