ticker,event,domain,won,snapshot_price,n_trades_before_snapshot,staleness_hours,at_floor,n_event_candidates,bucket
KXNCAAF-26-STAN,KXNCAAF-26,Sports,0,0.01,1,2835.87,True,136,0
KXNCAAF-26-BUFF,KXNCAAF-26,Sports,0,0.01,1,2836.26,True,136,0
KXNCAAF-26-LIB,KXNCAAF-26,Sports,0,0.01,2,2509.82,True,136,0
KXNCAAF-26-USA,KXNCAAF-26,Sports,0,0.01,1,2835.87,True,136,0
KXNCAAF-26-CAL,KXNCAAF-26,Sports,0,0.01,9,1852.64,True,136,0
KXNCAAF-26-TEM,KXNCAAF-26,Sports,0,0.01,4,2529.02,True,136,0
KXNCAAF-26-FAU,KXNCAAF-26,Sports,0,0.01,1,2835.97,True,136,0
KXNCAAF-26-TXST,KXNCAAF-26,Sports,0,0.01,1,2835.86,True,136,0
KXNCAAF-26-UNC,KXNCAAF-26,Sports,0,0.01,19,2836.01,True,136,0
KXNCAAF-26-KENT,KXNCAAF-26,Sports,0,0.01,1,2835.94,True,136,0
KXNCAAF-26-DUKE,KXNCAAF-26,Sports,0,0.01,14,1020.31,True,136,0
KXNCAAF-26-VAN,KXNCAAF-26,Sports,0,0.01,243,1009.95,True,136,0
KXNCAAF-26-USU,KXNCAAF-26,Sports,0,0.01,3,2836.37,True,136,0
KXNCAAF-26-MTU,KXNCAAF-26,Sports,0,0.01,1,2835.92,True,136,0
KXNCAAF-26-ODU,KXNCAAF-26,Sports,0,0.01,4,2410.41,True,136,0
KXNCAAF-26-SJSU,KXNCAAF-26,Sports,0,0.01,1,2835.87,True,136,0
KXNCAAF-26-OKST,KXNCAAF-26,Sports,0,0.01,6,1064.84,True,136,0
KXNCAAF-26-FIU,KXNCAAF-26,Sports,0,0.01,1,2835.97,True,136,0
KXNCAAF-26-MASS,KXNCAAF-26,Sports,0,0.01,1,2835.61,True,136,0
KXNCAAF-26-WVU,KXNCAAF-26,Sports,0,0.01,3,2836.31,True,136,0
KXNCAAF-26-SDSU,KXNCAAF-26,Sports,0,0.01,5,1545.83,True,136,0
KXNCAAF-26-WSU,KXNCAAF-26,Sports,0,0.01,7,2331.31,True,136,0
KXNCAAF-26-FRES,KXNCAAF-26,Sports,0,0.01,3,2503.89,True,136,0
KXNCAAF-26-AKR,KXNCAAF-26,Sports,0,0.01,2,1007.64,True,136,0
KXNCAAF-26-TROY,KXNCAAF-26,Sports,0,0.01,1,2835.85,True,136,0
KXNCAAF-26-WAKE,KXNCAAF-26,Sports,0,0.01,2,2836.33,True,136,0
KXNCAAF-26-UCLA,KXNCAAF-26,Sports,0,0.01,11,1897.42,True,136,0
KXNCAAF-26-RUTG,KXNCAAF-26,Sports,0,0.01,3,2410.49,True,136,0
KXNCAAF-26-BAY,KXNCAAF-26,Sports,0,0.01,22,2836.94,True,136,0
KXNCAAF-26-TLSA,KXNCAAF-26,Sports,0,0.01,1,2835.85,True,136,0
KXNCAAF-26-BC,KXNCAAF-26,Sports,0,0.01,3,2558.28,True,136,0
KXNCAAF-26-TTU,KXNCAAF-26,Sports,0,0.01,8396,415.88,True,136,0
KXNCAAF-26-WMU,KXNCAAF-26,Sports,0,0.01,1,2835.6,True,136,0
KXNCAAF-26-KSU,KXNCAAF-26,Sports,0,0.01,30,1849.4,True,136,0
KXNCAAF-26-SYR,KXNCAAF-26,Sports,0,0.01,5,2004.23,True,136,0
KXNCAAF-26-CHAR,KXNCAAF-26,Sports,0,0.01,1,2836.25,True,136,0
KXNCAAF-26-M-OH,KXNCAAF-26,Sports,0,0.01,4,1018.92,True,136,0
KXNCAAF-26-APP,KXNCAAF-26,Sports,0,0.01,2,1198.67,True,136,0
KXNCAAF-26-NMSU,KXNCAAF-26,Sports,0,0.01,1,2835.91,True,136,0
KXNCAAF-26-RICE,KXNCAAF-26,Sports,0,0.01,1,2835.88,True,136,0
KXNCAAF-26-ARK,KXNCAAF-26,Sports,0,0.01,7,1181.53,True,136,0
KXNCAAF-26-TOL,KXNCAAF-26,Sports,0,0.01,1,2835.86,True,136,0
KXNCAAF-26-UTAH,KXNCAAF-26,Sports,0,0.01,380,1235.97,True,136,0
KXNCAAF-26-JMU,KXNCAAF-26,Sports,0,0.01,312,696.84,True,136,0
KXNCAAF-26-UNT,KXNCAAF-26,Sports,0,0.01,34,1062.9,True,136,0
KXNCAAF-26-MINN,KXNCAAF-26,Sports,0,0.01,3,2550.62,True,136,0
KXNCAAF-26-CONN,KXNCAAF-26,Sports,0,0.01,2,2410.49,True,136,0
KXNCAAF-26-TULN,KXNCAAF-26,Sports,0,0.01,258,702.6,True,136,0
KXNCAAF-26-BGSU,KXNCAAF-26,Sports,0,0.01,1,2836.29,True,136,0
KXNCAAF-26-CMU,KXNCAAF-26,Sports,0,0.01,1,2836.26,True,136,0
KXNCAAF-26-CCAR,KXNCAAF-26,Sports,0,0.01,2,2212.94,True,136,0
KXNCAAF-26-UTSA,KXNCAAF-26,Sports,0,0.01,1,2835.6,True,136,0
KXNCAAF-26-GASO,KXNCAAF-26,Sports,0,0.01,1,2835.96,True,136,0
KXNCAAF-26-BALL,KXNCAAF-26,Sports,0,0.01,2,2773.81,True,136,0
KXNCAAF-26-MSST,KXNCAAF-26,Sports,0,0.01,7,2019.46,True,136,0
KXNCAAF-26-EMU,KXNCAAF-26,Sports,0,0.01,1,2835.98,True,136,0
KXNCAAF-26-VT,KXNCAAF-26,Sports,0,0.01,5,2212.53,True,136,0
KXNCAAF-26-ILL,KXNCAAF-26,Sports,0,0.01,47,1852.8,True,136,0
KXNCAAF-26-NEV,KXNCAAF-26,Sports,0,0.01,1,2835.91,True,136,0
KXNCAAF-26-TCU,KXNCAAF-26,Sports,0,0.01,74,1877.06,True,136,0
KXNCAAF-26-OHIO,KXNCAAF-26,Sports,0,0.01,2,1514.51,True,136,0
KXNCAAF-26-SHSU,KXNCAAF-26,Sports,0,0.01,2,2527.15,True,136,0
KXNCAAF-26-MD,KXNCAAF-26,Sports,0,0.01,14,2549.72,True,136,0
KXNCAAF-26-ECU,KXNCAAF-26,Sports,0,0.01,1,2835.98,True,136,0
KXNCAAF-26-USC,KXNCAAF-26,Sports,0,0.01,242,1375.77,True,136,0
KXNCAAF-26-USM,KXNCAAF-26,Sports,0,0.01,1,2835.87,True,136,0
KXNCAAF-26-USF,KXNCAAF-26,Sports,0,0.01,49,1520.02,True,136,0
KXNCAAF-26-NIU,KXNCAAF-26,Sports,0,0.01,1,2835.9,True,136,0
KXNCAAF-26-CSU,KXNCAAF-26,Sports,0,0.01,2,2836.11,True,136,0
KXNCAAF-26-UNLV,KXNCAAF-26,Sports,0,0.01,6,2217.11,True,136,0
KXNCAAF-26-MEM,KXNCAAF-26,Sports,0,0.01,24,1623.99,True,136,0
KXNCAAF-26-WKU,KXNCAAF-26,Sports,0,0.01,2,2529.26,True,136,0
KXNCAAF-26-MIZZ,KXNCAAF-26,Sports,0,0.01,139,1729.73,True,136,0
KXNCAAF-26-UAB,KXNCAAF-26,Sports,0,0.01,2,1524.91,True,136,0
KXNCAAF-26-KENN,KXNCAAF-26,Sports,0,0.01,2,2638.39,True,136,0
KXNCAAF-26-NAVY,KXNCAAF-26,Sports,0,0.01,11,1524.29,True,136,0
KXNCAAF-26-UK,KXNCAAF-26,Sports,0,0.01,4,2389.08,True,136,0
KXNCAAF-26-IOWA,KXNCAAF-26,Sports,0,0.01,32,1708.31,True,136,0
KXNCAAF-26-PITT,KXNCAAF-26,Sports,0,0.01,7,1297.41,True,136,0
KXNCAAF-26-WASH,KXNCAAF-26,Sports,0,0.01,37,1064.7,True,136,0
KXNCAAF-26-BYU,KXNCAAF-26,Sports,0,0.01,417,1020.0,True,136,0
KXNCAAF-26-AFA,KXNCAAF-26,Sports,0,0.01,13,1852.77,True,136,0
KXNCAAF-26-ARST,KXNCAAF-26,Sports,0,0.01,10,1701.2,True,136,0
KXNCAAF-26-UCF,KXNCAAF-26,Sports,0,0.01,1,2835.61,True,136,0
KXNCAAF-26-ORST,KXNCAAF-26,Sports,0,0.01,7,2328.04,True,136,0
KXNCAAF-26-FSU,KXNCAAF-26,Sports,0,0.01,570,2020.69,True,136,0
KXNCAAF-26-HAW,KXNCAAF-26,Sports,0,0.01,1,2835.95,True,136,0
KXNCAAF-26-UVA,KXNCAAF-26,Sports,0,0.01,74,1034.36,True,136,0
KXNCAAF-26-ULM,KXNCAAF-26,Sports,0,0.01,1,2835.93,True,136,0
KXNCAAF-26-MRSH,KXNCAAF-26,Sports,0,0.01,2,2836.6,True,136,0
KXNCAAF-26-UNM,KXNCAAF-26,Sports,0,0.01,2,2707.62,True,136,0
KXNCAAF-26-ISU,KXNCAAF-26,Sports,0,0.01,75,2401.64,True,136,0
KXNCAAF-26-DEL,KXNCAAF-26,Sports,0,0.01,1,2835.99,True,136,0
KXNCAAF-26-CIN,KXNCAAF-26,Sports,0,0.01,6,1955.58,True,136,0
KXNCAAF-26-WIS,KXNCAAF-26,Sports,0,0.01,7,2836.31,True,136,0
KXNCAAF-26-SMU,KXNCAAF-26,Sports,0,0.01,57,1202.57,True,136,0
KXNCAAF-26-OKL,KXNCAAF-26,Sports,0,0.01,3247,719.2,True,136,0
KXNCAAF-26-MIA,KXNCAAF-26,Sports,0,0.27,46053,0.0,False,136,4
KXNCAAF-26-LV,KXNCAAF-26,Sports,0,0.01,85,1704.88,True,136,0
KXNCAAF-26-IND,KXNCAAF-26,Sports,1,0.75,61762,0.0,False,136,7
KXNCAAF-26-FL,KXNCAAF-26,Sports,0,0.01,268,1033.4,True,136,0
KXNCAAF-26-AUB,KXNCAAF-26,Sports,0,0.01,180,1777.64,True,136,0
KXNCAAF-26-UT,KXNCAAF-26,Sports,0,0.01,2307,993.48,True,136,0
KXNCAAF-26-UGA,KXNCAAF-26,Sports,0,0.01,23675,407.32,True,136,0
KXNCAAF-26-TEN,KXNCAAF-26,Sports,0,0.01,285,1001.02,True,136,0
KXNCAAF-26-TAM,KXNCAAF-26,Sports,0,0.01,5310,703.69,True,136,0
KXNCAAF-26-SC,KXNCAAF-26,Sports,0,0.01,196,1931.16,True,136,0
KXNCAAF-26-PSU,KXNCAAF-26,Sports,0,0.01,927,1179.76,True,136,0
KXNCAAF-26-OM,KXNCAAF-26,Sports,0,0.01,12094,239.72,True,136,0
KXNCAAF-26-MI,KXNCAAF-26,Sports,0,0.01,356,993.7,True,136,0
KXNCAAF-26-LSU,KXNCAAF-26,Sports,0,0.01,1161,1005.59,True,136,0
KXNCAAF-26-CLEM,KXNCAAF-26,Sports,0,0.01,666,1296.76,True,136,0
KXNCAAF-26-BSU,KXNCAAF-26,Sports,0,0.01,23,1176.33,True,136,0
KXNCAAF-26-BAMA,KXNCAAF-26,Sports,0,0.01,9468,411.89,True,136,0
KXNCAAF-26-ASU,KXNCAAF-26,Sports,0,0.01,128,1544.88,True,136,0
KXNCAAF-26-OSU,KXNCAAF-26,Sports,0,0.01,25201,432.33,True,136,0
KXNCAAF-26-ORE,KXNCAAF-26,Sports,0,0.01,15782,215.38,True,136,0
KXNCAAF-26-ND,KXNCAAF-26,Sports,0,0.01,2501,992.13,True,136,0
KXNCAAMBNEXTCOACH-NCST26-ARMIL,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.03,8,3.38,False,23,1
KXNCAAMBNEXTCOACH-NCST26-TSID,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.02,1,3.48,True,23,1
KXNCAAMBNEXTCOACH-NCST26-TOTZ,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,17,2.86,True,23,0
KXNCAAMBNEXTCOACH-NCST26-SMIL,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.82,True,23,0
KXNCAAMBNEXTCOACH-NCST26-SHOL,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.82,True,23,0
KXNCAAMBNEXTCOACH-NCST26-RMCK,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.83,True,23,0
KXNCAAMBNEXTCOACH-NCST26-PMAR,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.04,11,3.92,False,23,1
KXNCAAMBNEXTCOACH-NCST26-MWHI,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,5,2.87,True,23,0
KXNCAAMBNEXTCOACH-NCST26-MCRO,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.83,True,23,0
KXNCAAMBNEXTCOACH-NCST26-LMUR,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,4,2.86,True,23,0
KXNCAAMBNEXTCOACH-NCST26-JSCH,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.33,165,0.26,False,23,4
KXNCAAMBNEXTCOACH-NCST26-JGAI,KXNCAAMBNEXTCOACH-NCST26,Sports,1,0.55,284,0.33,False,23,6
KXNCAAMBNEXTCOACH-NCST26-JCAS,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.83,True,23,0
KXNCAAMBNEXTCOACH-NCST26-GMCC,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.84,True,23,0
KXNCAAMBNEXTCOACH-NCST26-FHOI,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.03,6,1.1,False,23,1
KXNCAAMBNEXTCOACH-NCST26-FCLA,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.17,77,0.38,False,23,3
KXNCAAMBNEXTCOACH-NCST26-EKON,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.84,True,23,0
KXNCAAMBNEXTCOACH-NCST26-EGAN,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.84,True,23,0
KXNCAAMBNEXTCOACH-NCST26-DGAT,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.85,True,23,0
KXNCAAMBNEXTCOACH-NCST26-BUND,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.85,True,23,0
KXNCAAMBNEXTCOACH-NCST26-BMCM,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.85,True,23,0
KXNCAAMBNEXTCOACH-NCST26-AMIL,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.86,True,23,0
KXNCAAMBNEXTCOACH-NCST26-AHUS,KXNCAAMBNEXTCOACH-NCST26,Sports,0,0.01,1,2.86,True,23,0
KXNCAAMBNEXTCOACH-SYR26-GMCN,KXNCAAMBNEXTCOACH-SYR26,Sports,1,0.02,7,12.41,True,1,1
KXNCPRIMARY-06D26-KDAV,KXNCPRIMARY-06D26,Political,0,0.12,2,334.75,False,4,3
KXNCPRIMARY-06D26-CJEF,KXNCPRIMARY-06D26,Political,1,0.78,7,146.21,False,4,7
KXNCPRIMARY-06D26-BBLA,KXNCPRIMARY-06D26,Political,0,0.08,5,146.21,False,4,2
KXNCPRIMARY-06D26-AKAS,KXNCPRIMARY-06D26,Political,0,0.09,1,146.21,False,4,2
KXNCPRIMARY-09D26-ROJE,KXNCPRIMARY-09D26,Political,1,0.76,2,415.22,False,2,7
KXNCPRIMARY-09D26-LBIB,KXNCPRIMARY-09D26,Political,0,0.04,1,1.3,False,2,1
KXNCPRIMARY-10D26-WCAU,KXNCPRIMARY-10D26,Political,0,0.13,3,6.16,False,6,3
KXNCPRIMARY-10D26-RJR.,KXNCPRIMARY-10D26,Political,0,0.1,1,333.4,False,6,3
KXNCPRIMARY-10D26-MYAR,KXNCPRIMARY-10D26,Political,0,0.23,4,108.5,False,6,4
KXNCPRIMARY-10D26-MPEA,KXNCPRIMARY-10D26,Political,0,0.16,9,103.25,False,6,3
KXNCPRIMARY-10D26-HMOR,KXNCPRIMARY-10D26,Political,0,0.1,1,333.4,False,6,3
KXNCPRIMARY-10D26-ABEL,KXNCPRIMARY-10D26,Political,1,0.42,14,2.49,False,6,5
KXNEXTCOACHOUTNBA-0-27-POR,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.23,49,32.41,False,14,4
KXNEXTCOACHOUTNBA-0-27-NO,KXNEXTCOACHOUTNBA-0-27,Sports,1,0.71,107,18.44,False,14,7
KXNEXTCOACHOUTNBA-0-27-LAL,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.05,1,2011.01,False,14,2
KXNEXTCOACHOUTNBA-0-27-LAC,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.03,12,32.41,False,14,1
KXNEXTCOACHOUTNBA-0-27-HOU,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.06,16,1965.78,False,14,2
KXNEXTCOACHOUTNBA-0-27-GS,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.05,2,648.58,False,14,2
KXNEXTCOACHOUTNBA-0-27-DAL,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.05,5,71.04,False,14,2
KXNEXTCOACHOUTNBA-0-27-ORL,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.02,12,32.41,True,14,1
KXNEXTCOACHOUTNBA-0-27-MIN,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.05,1,1567.14,False,14,2
KXNEXTCOACHOUTNBA-0-27-MIL,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.17,13,684.55,False,14,3
KXNEXTCOACHOUTNBA-0-27-DET,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.07,2,2022.21,False,14,2
KXNEXTCOACHOUTNBA-0-27-CLE,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.03,2,1153.24,False,14,1
KXNEXTCOACHOUTNBA-0-27-TOR,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.15,7,358.33,False,14,3
KXNEXTCOACHOUTNBA-0-27-PHI,KXNEXTCOACHOUTNBA-0-27,Sports,0,0.08,13,908.41,False,14,2
KXNEXTCZECHRPM-25OCT04-PFIA,KXNEXTCZECHRPM-25OCT04,Political,0,0.09,2,424.59,False,3,2
KXNEXTCZECHRPM-25OCT04-KHAV,KXNEXTCZECHRPM-25OCT04,Political,0,0.12,3,210.87,False,3,3
KXNEXTCZECHRPM-25OCT04-ABAB,KXNEXTCZECHRPM-25OCT04,Political,1,0.86,26,51.97,False,3,8
KXNEXTDHSSEC-29-RDES,KXNEXTDHSSEC-29,Political,0,0.1,28,5.47,False,5,3
KXNEXTDHSSEC-29-THOM,KXNEXTDHSSEC-29,Political,0,0.22,80,61.87,False,5,4
KXNEXTDHSSEC-29-NNP,KXNEXTDHSSEC-29,Political,0,0.2,84,185.58,False,5,4
KXNEXTDHSSEC-29-JCHA,KXNEXTDHSSEC-29,Political,0,0.1,42,285.5,False,5,3
KXNEXTDHSSEC-29-GYOU,KXNEXTDHSSEC-29,Political,0,0.21,134,94.43,False,5,4
KXNEXTDUTCHPM-25OCT29-RJET,KXNEXTDUTCHPM-25OCT29,Political,1,0.8,125,0.04,False,5,8
KXNEXTDUTCHPM-25OCT29-GWIL,KXNEXTDUTCHPM-25OCT29,Political,0,0.06,113,1.07,False,5,2
KXNEXTDUTCHPM-25OCT29-FTIM,KXNEXTDUTCHPM-25OCT29,Political,0,0.15,191,0.22,False,5,3
KXNEXTDUTCHPM-25OCT29-DYES,KXNEXTDUTCHPM-25OCT29,Political,0,0.15,5,11.92,False,5,3
KXNEXTDUTCHPM-25OCT29-HBON,KXNEXTDUTCHPM-25OCT29,Political,0,0.17,226,0.21,False,5,3
KXNEXTIRANLEADER-45JAN01-AVAH,KXNEXTIRANLEADER-45JAN01,Political,0,0.01,166,1.92,True,15,0
KXNEXTIRANLEADER-45JAN01-MPEZ,KXNEXTIRANLEADER-45JAN01,Political,0,0.01,231,1.43,True,15,0
KXNEXTIRANLEADER-45JAN01-ALAR,KXNEXTIRANLEADER-45JAN01,Political,0,0.02,3659,0.07,True,15,1
KXNEXTIRANLEADER-45JAN01-ABO,KXNEXTIRANLEADER-45JAN01,Political,0,0.07,13318,0.1,False,15,2
KXNEXTIRANLEADER-45JAN01-SLAR,KXNEXTIRANLEADER-45JAN01,Political,0,0.04,1694,0.47,False,15,1
KXNEXTIRANLEADER-45JAN01-MQOM,KXNEXTIRANLEADER-45JAN01,Political,0,0.01,524,1.91,True,15,0
KXNEXTIRANLEADER-45JAN01-MMIR,KXNEXTIRANLEADER-45JAN01,Political,0,0.06,1140,0.01,False,15,2
KXNEXTIRANLEADER-45JAN01-MKHA,KXNEXTIRANLEADER-45JAN01,Political,1,0.64,17079,0.0,False,15,6
KXNEXTIRANLEADER-45JAN01-MARA,KXNEXTIRANLEADER-45JAN01,Political,0,0.01,690,1.91,True,15,0
KXNEXTIRANLEADER-45JAN01-HKHO,KXNEXTIRANLEADER-45JAN01,Political,0,0.07,4497,0.6,False,15,2
KXNEXTIRANLEADER-45JAN01-HBUS,KXNEXTIRANLEADER-45JAN01,Political,0,0.01,576,0.46,True,15,0
KXNEXTIRANLEADER-45JAN01-GMOH,KXNEXTIRANLEADER-45JAN01,Political,0,0.02,2158,0.64,True,15,1
KXNEXTIRANLEADER-45JAN01-AKHA,KXNEXTIRANLEADER-45JAN01,Political,0,0.01,537,1.91,True,15,0
KXNEXTIRANLEADER-45JAN01-AHEJ,KXNEXTIRANLEADER-45JAN01,Political,0,0.01,454,0.16,True,15,0
KXNEXTIRANLEADER-45JAN01-AARA,KXNEXTIRANLEADER-45JAN01,Political,0,0.13,11741,0.45,False,15,3
KXNEXTMANAGERCHELSEA-26-LROS,KXNEXTMANAGERCHELSEA-26,Sports,1,0.5,2,1.85,False,2,6
KXNEXTMANAGERCHELSEA-26-EHOW,KXNEXTMANAGERCHELSEA-26,Sports,0,0.01,2,0.64,True,2,0
KXNEXTNFLCOACH-ARI27-RRIV,KXNEXTNFLCOACH-ARI27,Sports,0,0.09,167,3.42,False,31,2
KXNEXTNFLCOACH-ARI27-ACAM,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,537,1.35,True,31,0
KXNEXTNFLCOACH-ARI27-SMCD,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,338,19.21,True,31,0
KXNEXTNFLCOACH-ARI27-TBRO,KXNEXTNFLCOACH-ARI27,Sports,0,0.12,49,0.72,False,31,3
KXNEXTNFLCOACH-ARI27-ASMI,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,65,61.53,True,31,0
KXNEXTNFLCOACH-ARI27-AWEA,KXNEXTNFLCOACH-ARI27,Sports,0,0.04,318,1.57,False,31,1
KXNEXTNFLCOACH-ARI27-MLAF,KXNEXTNFLCOACH-ARI27,Sports,1,0.54,1305,0.13,False,31,6
KXNEXTNFLCOACH-ARI27-MALA,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,4,111.49,True,31,0
KXNEXTNFLCOACH-ARI27-MTOM,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,5,16.34,True,31,0
KXNEXTNFLCOACH-ARI27-KSTE,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,19,264.71,True,31,0
KXNEXTNFLCOACH-ARI27-MMCD,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,47,175.64,True,31,0
KXNEXTNFLCOACH-ARI27-RMOR,KXNEXTNFLCOACH-ARI27,Sports,0,0.05,435,1.63,False,31,2
KXNEXTNFLCOACH-ARI27-RSAL,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,225,186.58,True,31,0
KXNEXTNFLCOACH-ARI27-JHAR,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,144,264.71,True,31,0
KXNEXTNFLCOACH-ARI27-KDIL,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,6,264.71,True,31,0
KXNEXTNFLCOACH-ARI27-VJOS,KXNEXTNFLCOACH-ARI27,Sports,0,0.1,1909,0.74,False,31,3
KXNEXTNFLCOACH-ARI27-MNAG,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,80,15.39,True,31,0
KXNEXTNFLCOACH-ARI27-MMCC,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,66,171.7,True,31,0
KXNEXTNFLCOACH-ARI27-MBUR,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,55,40.33,True,31,0
KXNEXTNFLCOACH-ARI27-LANA,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,28,1.36,True,31,0
KXNEXTNFLCOACH-ARI27-KKUB,KXNEXTNFLCOACH-ARI27,Sports,0,0.14,923,0.32,False,31,3
KXNEXTNFLCOACH-ARI27-KKIN,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,29,30.06,True,31,0
KXNEXTNFLCOACH-ARI27-JMIN,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,35,98.09,True,31,0
KXNEXTNFLCOACH-ARI27-JHAF,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,41,264.71,True,31,0
KXNEXTNFLCOACH-ARI27-JGRU,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,25,16.35,True,31,0
KXNEXTNFLCOACH-ARI27-JBRA,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,314,98.96,True,31,0
KXNEXTNFLCOACH-ARI27-DPET,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,1,264.71,True,31,0
KXNEXTNFLCOACH-ARI27-CSHU,KXNEXTNFLCOACH-ARI27,Sports,0,0.02,235,0.49,True,31,1
KXNEXTNFLCOACH-ARI27-BFLO,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,65,1.36,True,31,0
KXNEXTNFLCOACH-ARI27-BDAB,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,53,74.07,True,31,0
KXNEXTNFLCOACH-ARI27-BBEL,KXNEXTNFLCOACH-ARI27,Sports,0,0.01,7,16.36,True,31,0
KXNEXTNFLCOACH-ATL27-APIE,KXNEXTNFLCOACH-ATL27,Sports,0,0.02,10,3.94,True,24,1
KXNEXTNFLCOACH-ATL27-VJOS,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,2,10.42,True,24,0
KXNEXTNFLCOACH-ATL27-SSAR,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,14,8.19,True,24,0
KXNEXTNFLCOACH-ATL27-KSMA,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,5,9.01,True,24,0
KXNEXTNFLCOACH-ATL27-MTOM,KXNEXTNFLCOACH-ATL27,Sports,0,0.03,77,5.69,False,24,1
KXNEXTNFLCOACH-ATL27-MALA,KXNEXTNFLCOACH-ATL27,Sports,0,0.02,105,0.6,True,24,1
KXNEXTNFLCOACH-ATL27-ADUR,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,21,1.42,True,24,0
KXNEXTNFLCOACH-ATL27-AWEA,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,15,1.41,True,24,0
KXNEXTNFLCOACH-ATL27-RSAL,KXNEXTNFLCOACH-ATL27,Sports,0,0.11,196,0.6,False,24,3
KXNEXTNFLCOACH-ATL27-MMCD,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,263,0.6,True,24,0
KXNEXTNFLCOACH-ATL27-JHAR,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,1193,0.58,True,24,0
KXNEXTNFLCOACH-ATL27-MNAG,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,6,76.76,True,24,0
KXNEXTNFLCOACH-ATL27-MMCC,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,44,10.41,True,24,0
KXNEXTNFLCOACH-ATL27-MLAF,KXNEXTNFLCOACH-ATL27,Sports,0,0.03,150,15.62,False,24,1
KXNEXTNFLCOACH-ATL27-KSTE,KXNEXTNFLCOACH-ATL27,Sports,1,0.7,895,0.03,False,24,7
KXNEXTNFLCOACH-ATL27-KKUB,KXNEXTNFLCOACH-ATL27,Sports,0,0.17,1056,0.25,False,24,3
KXNEXTNFLCOACH-ATL27-KKIN,KXNEXTNFLCOACH-ATL27,Sports,0,0.01,79,0.47,True,24,0
